time,open,high,low,close,volume,Value,Bull
2024-01-09 02:36:00,60746000.0,60846000.0,60730000.0,60819000.0,33.6749619,2045619235.5774,True
2024-01-09 02:37:00,60819000.0,60900000.0,60802000.0,60875000.0,39.20825229,2384606696.02551,True
2024-01-09 02:38:00,60877000.0,60895000.0,60846000.0,60860000.0,34.58957768,2105709720.42536,False
2024-01-09 02:39:00,60860000.0,60861000.0,60739000.0,60816000.0,38.25542748,2328225316.4328003,False
2024-01-09 02:40:00,60816000.0,60851000.0,60765000.0,60788000.0,19.87447172,1208685872.12352,False
2024-01-09 02:41:00,60787000.0,60852000.0,60780000.0,60828000.0,30.25937865,1839376849.99755,True
2024-01-09 02:42:00,60828000.0,60912000.0,60828000.0,60856000.0,29.27022462,1780449223.18536,True
2024-01-09 02:43:00,60855000.0,60901000.0,60843000.0,60853000.0,22.80497732,1387796894.8086,False
2024-01-09 02:44:00,60854000.0,60885000.0,60849000.0,60872000.0,19.73441944,1200918360.60176,True
2024-01-09 02:45:00,60873000.0,60914000.0,60840000.0,60851000.0,30.30024258,1844466666.57234,False
2024-01-09 02:46:00,60851000.0,60869000.0,60805000.0,60826000.0,20.7893338,1265051751.0638,False
2024-01-09 02:47:00,60826000.0,60878000.0,60817000.0,60822000.0,22.11357627,1345080390.19902,False
2024-01-09 02:48:00,60823000.0,60980000.0,60822000.0,60893000.0,41.20601934,2506273714.3168197,True
2024-01-09 02:49:00,60894000.0,60896000.0,60821000.0,60889000.0,32.60035816,1985166209.79504,False
2024-01-09 02:50:00,60886000.0,60919000.0,60820000.0,60879000.0,20.32636914,1237591311.45804,False
2024-01-09 02:51:00,60879000.0,60920000.0,60851000.0,60860000.0,25.88232543,1575690089.8529701,False
2024-01-09 02:52:00,60852000.0,60958000.0,60851000.0,60915000.0,29.97984673,1824333633.21396,True
2024-01-09 02:53:00,60916000.0,60990000.0,60916000.0,60976000.0,32.08242053,1954332729.00548,True
2024-01-09 02:54:00,60976000.0,61000000.0,60945000.0,60945000.0,50.29172729,3066588363.2350397,False
2024-01-09 02:55:00,60949000.0,60962000.0,60885000.0,60911000.0,31.97814904,1949036205.8389602,False
2024-01-09 02:56:00,60911000.0,60979000.0,60889000.0,60975000.0,26.95762683,1642016007.84213,True
2024-01-09 02:57:00,60977000.0,61000000.0,60920000.0,60988000.0,33.81506016,2061940923.3763201,True
2024-01-09 02:58:00,60988000.0,61000000.0,60965000.0,60992000.0,48.70658732,2970517347.47216,True
2024-01-09 02:59:00,60992000.0,61100000.0,60978000.0,61072000.0,75.43530694,4600950240.88448,True
2024-01-09 03:00:00,61072000.0,61170000.0,61042000.0,61109000.0,50.03984392,3056033347.8822403,True
2024-01-09 03:01:00,61108000.0,61218000.0,61099000.0,61199000.0,53.97491833,3298299309.30964,True
2024-01-09 03:02:00,61199000.0,61212000.0,61075000.0,61165000.0,56.94086036,3484723713.17164,False
2024-01-09 03:03:00,61164000.0,61301000.0,61160000.0,61243000.0,69.6398837,4259453846.6268,True
2024-01-09 03:04:00,61250000.0,61472000.0,61243000.0,61411000.0,63.28412888,3876152893.8999996,True
2024-01-09 03:05:00,61411000.0,61500000.0,61290000.0,61321000.0,78.5589022,4824380743.0042,False
2024-01-09 03:06:00,61321000.0,61357000.0,61203000.0,61347000.0,60.97746845,3739199342.82245,True
2024-01-09 03:07:00,61352000.0,61469000.0,61311000.0,61403000.0,50.90469001,3123104541.4935203,True
2024-01-09 03:08:00,61401000.0,61490000.0,61305000.0,61321000.0,60.20036132,3696362385.40932,False
2024-01-09 03:09:00,61320000.0,61400000.0,61303000.0,61333000.0,46.32861639,2840870757.0348,True
2024-01-09 03:10:00,61333000.0,61398000.0,61282000.0,61369000.0,35.32435451,2166548635.16183,True
2024-01-09 03:11:00,61368000.0,61437000.0,61359000.0,61377000.0,34.80405264,2135855102.41152,True
2024-01-09 03:12:00,61377000.0,61450000.0,61376000.0,61415000.0,31.24344258,1917628775.23266,True
2024-01-09 03:13:00,61414000.0,61430000.0,61353000.0,61364000.0,29.10470986,1787436651.34204,False
2024-01-09 03:14:00,61364000.0,61413000.0,61342000.0,61353000.0,30.87367394,1894532127.65416,False
2024-01-09 03:15:00,61353000.0,61416000.0,61292000.0,61372000.0,29.74222064,1824774462.92592,True
2024-01-09 03:16:00,61372000.0,61434000.0,61323000.0,61347000.0,34.35261834,2108288892.76248,False
2024-01-09 03:17:00,61347000.0,61370000.0,61272000.0,61331000.0,32.01955737,1964303785.97739,False
2024-01-09 03:18:00,61331000.0,61352000.0,61308000.0,61334000.0,24.26443751,1488162216.92581,True
2024-01-09 03:19:00,61335000.0,61367000.0,61279000.0,61346000.0,32.00212864,1962850560.1344001,True
2024-01-09 03:20:00,61348000.0,61387000.0,61334000.0,61379000.0,23.35123382,1432551492.38936,True
2024-01-09 03:21:00,61380000.0,61383000.0,61323000.0,61327000.0,15.9090496,976497464.448,False
2024-01-09 03:22:00,61327000.0,61378000.0,61319000.0,61359000.0,18.91213983,1159824799.3544102,True
2024-01-09 03:23:00,61360000.0,61552000.0,61324000.0,61520000.0,53.60003579,3288898196.0744,True
2024-01-09 03:24:00,61516000.0,61575000.0,61456000.0,61547000.0,56.99674456,3506211738.35296,True
2024-01-09 03:25:00,61549000.0,61549000.0,61435000.0,61459000.0,38.86583077,2392153018.0627303,False
2024-01-09 03:26:00,61460000.0,61480000.0,61331000.0,61362000.0,26.57414073,1633246689.2658,False
2024-01-09 03:27:00,61360000.0,61468000.0,61360000.0,61420000.0,33.58336896,2060675519.3856,True
2024-01-09 03:28:00,61420000.0,61481000.0,61420000.0,61476000.0,27.3892194,1682245855.548,True
2024-01-09 03:29:00,61473000.0,61531000.0,61457000.0,61491000.0,24.12918064,1483293121.4827201,True
2024-01-09 03:30:00,61491000.0,61546000.0,61464000.0,61545000.0,25.84088059,1588981588.3596902,True
2024-01-09 03:31:00,61545000.0,61600000.0,61510000.0,61545000.0,27.00874465,1662253189.48425,None
2024-01-09 03:32:00,61545000.0,61638000.0,61544000.0,61604000.0,41.60212867,2560403008.99515,True
2024-01-09 03:33:00,61604000.0,61662000.0,61603000.0,61608000.0,35.70494832,2199567636.30528,True
2024-01-09 03:34:00,61608000.0,61665000.0,61597000.0,61650000.0,34.51395186,2126335546.1908798,True
2024-01-09 03:35:00,61650000.0,61752000.0,61642000.0,61719000.0,59.19896007,3649615888.3155,True
2024-01-09 03:36:00,61721000.0,61960000.0,61719000.0,61946000.0,67.04879714,4138318808.2779403,True
2024-01-09 03:37:00,61948000.0,61975000.0,61854000.0,61927000.0,57.53961461,3564464045.86028,False
2024-01-09 03:38:00,61925000.0,62297000.0,61918000.0,62168000.0,99.03024325,6132447813.256249,True
2024-01-09 03:39:00,62173000.0,62325000.0,62083000.0,62293000.0,74.5696462,4636218613.192599,True
2024-01-09 03:40:00,62293000.0,62296000.0,62137000.0,62147000.0,62.76628544,3909900218.91392,False
2024-01-09 03:41:00,62137000.0,62163000.0,61970000.0,62121000.0,74.35310383,4620078812.68471,False
