,open,high,low,close,volume,value
2024-02-05 07:43:00,58755000.0,58780000.0,58749000.0,58759000.0,4.29023162,252074008.46172
2024-02-05 07:44:00,58759000.0,58800000.0,58755000.0,58799000.0,2.13797166,125655633.16702
2024-02-05 07:45:00,58799000.0,58799000.0,58759000.0,58789000.0,1.83015635,107581506.53156
2024-02-05 07:46:00,58789000.0,58830000.0,58789000.0,58830000.0,4.54627329,267365276.40098
2024-02-05 07:47:00,58830000.0,58908000.0,58830000.0,58885000.0,2.66948477,157140740.06344
2024-02-05 07:48:00,58885000.0,58920000.0,58883000.0,58905000.0,2.21334911,130376307.22283
2024-02-05 07:49:00,58905000.0,58935000.0,58901000.0,58935000.0,1.86239216,109730962.29565
2024-02-05 07:50:00,58935000.0,58942000.0,58797000.0,58797000.0,4.38111035,257957154.87501
2024-02-05 07:51:00,58808000.0,58881000.0,58795000.0,58867000.0,2.61000899,153592845.98884
2024-02-05 07:52:00,58867000.0,58883000.0,58824000.0,58866000.0,3.42357696,201488288.66859
2024-02-05 07:53:00,58880000.0,58880000.0,58844000.0,58844000.0,0.51938829,30572674.91799
2024-02-05 07:54:00,58843000.0,58844000.0,58820000.0,58827000.0,1.67788083,98711124.96123
2024-02-05 07:55:00,58827000.0,58850000.0,58824000.0,58850000.0,1.85275339,108998252.10897
2024-02-05 07:56:00,58850000.0,58885000.0,58850000.0,58860000.0,1.93756043,114064600.44681
2024-02-05 07:57:00,58859000.0,58860000.0,58852000.0,58858000.0,0.57847447,34047753.47462
2024-02-05 07:58:00,58859000.0,58859000.0,58857000.0,58857000.0,0.83647749,49233410.10671
2024-02-05 07:59:00,58857000.0,58857000.0,58855000.0,58856000.0,0.43909139,25843302.82096
2024-02-05 08:00:00,58856000.0,58856000.0,58820000.0,58827000.0,2.45109068,144211982.83566
2024-02-05 08:01:00,58855000.0,58882000.0,58824000.0,58880000.0,2.64295338,155565951.53217
2024-02-05 08:02:00,58880000.0,58902000.0,58880000.0,58902000.0,0.84328915,49661682.27828
2024-02-05 08:03:00,58915000.0,58945000.0,58902000.0,58928000.0,2.61366888,154040498.72663
2024-02-05 08:04:00,58910000.0,58935000.0,58881000.0,58881000.0,2.92958956,172585662.27424
2024-02-05 08:05:00,58881000.0,58939000.0,58880000.0,58934000.0,5.00643131,294897217.31907
2024-02-05 08:06:00,58935000.0,58939000.0,58902000.0,58906000.0,0.55362842,32619997.46723
2024-02-05 08:07:00,58933000.0,58943000.0,58933000.0,58933000.0,0.62812483,37018966.10979
2024-02-05 08:08:00,58943000.0,58946000.0,58908000.0,58908000.0,1.88338697,111001090.9583
2024-02-05 08:09:00,58908000.0,58942000.0,58907000.0,58941000.0,0.84584877,49836238.28829
2024-02-05 08:10:00,58942000.0,58943000.0,58903000.0,58942000.0,2.15422618,126949931.04428
2024-02-05 08:11:00,58943000.0,58946000.0,58903000.0,58943000.0,0.76031861,44815372.82478
2024-02-05 08:12:00,58945000.0,58947000.0,58943000.0,58945000.0,0.44443887,26197390.64803
2024-02-05 08:13:00,58947000.0,58948000.0,58944000.0,58948000.0,0.36089036,21273141.50992
2024-02-05 08:14:00,58948000.0,58949000.0,58947000.0,58947000.0,0.82529273,48649300.51053
2024-02-05 08:15:00,58948000.0,58949000.0,58948000.0,58948000.0,0.51594982,30414602.53725
2024-02-05 08:16:00,58949000.0,58949000.0,58945000.0,58947000.0,1.52479861,89882663.48341
2024-02-05 08:17:00,58945000.0,58947000.0,58902000.0,58942000.0,1.69497912,99904253.26469
2024-02-05 08:18:00,58904000.0,58904000.0,58900000.0,58902000.0,1.60653018,94626604.06024
2024-02-05 08:19:00,58900000.0,58902000.0,58900000.0,58900000.0,0.79110909,46596772.96155
2024-02-05 08:20:00,58900000.0,58900000.0,58896000.0,58900000.0,0.5015293,29539765.59362
2024-02-05 08:21:00,58896000.0,58900000.0,58895000.0,58896000.0,1.06622417,62798500.30316
2024-02-05 08:22:00,58896000.0,58900000.0,58895000.0,58899000.0,0.56234152,33120378.10223
2024-02-05 08:23:00,58899000.0,58900000.0,58894000.0,58894000.0,1.14098385,67201013.69921
2024-02-05 08:24:00,58895000.0,58895000.0,58881000.0,58895000.0,0.83931126,49428562.56129
2024-02-05 08:25:00,58894000.0,58894000.0,58879000.0,58880000.0,1.05248038,61971573.99419
2024-02-05 08:26:00,58880000.0,58895000.0,58871000.0,58893000.0,1.30929891,77094742.08506
2024-02-05 08:27:00,58893000.0,58893000.0,58861000.0,58861000.0,2.18766358,128794351.6052
2024-02-05 08:28:00,58861000.0,58873000.0,58832000.0,58872000.0,3.69039537,217208473.824
2024-02-05 08:29:00,58872000.0,58872000.0,58848000.0,58871000.0,1.40257836,82552445.22835
2024-02-05 08:30:00,58870000.0,58870000.0,58851000.0,58852000.0,0.33286506,19591363.89639
2024-02-05 08:31:00,58867000.0,58870000.0,58840000.0,58840000.0,1.24261614,73127173.21933
2024-02-05 08:32:00,58840000.0,58868000.0,58835000.0,58868000.0,2.96834002,174671903.23899
2024-02-05 08:33:00,58852000.0,58874000.0,58852000.0,58873000.0,2.79262449,164400773.31004
2024-02-05 08:34:00,58873000.0,58874000.0,58870000.0,58871000.0,2.10226464,123762741.33584
2024-02-05 08:35:00,58870000.0,58871000.0,58850000.0,58851000.0,1.28513918,75635991.91928
2024-02-05 08:36:00,58851000.0,58870000.0,58851000.0,58852000.0,0.39392112,23186787.33122
2024-02-05 08:37:00,58868000.0,58872000.0,58851000.0,58870000.0,0.93627372,55108584.5181
2024-02-05 08:38:00,58870000.0,58872000.0,58850000.0,58850000.0,3.38445375,199177518.09987
2024-02-05 08:39:00,58850000.0,58856000.0,58847000.0,58850000.0,0.7073197,41625563.29008
2024-02-05 08:40:00,58847000.0,58850000.0,58846000.0,58846000.0,0.35378229,20819142.6193
2024-02-05 08:41:00,58846000.0,58847000.0,58840000.0,58847000.0,0.82061056,48288260.87574
2024-02-05 08:42:00,58840000.0,58855000.0,58840000.0,58842000.0,0.71356484,41987772.48235
2024-02-05 08:43:00,58842000.0,58842000.0,58826000.0,58830000.0,1.99527329,117392899.3192
2024-02-05 08:44:00,58840000.0,58840000.0,58828000.0,58839000.0,0.51117256,30073529.97198
2024-02-05 08:45:00,58830000.0,58839000.0,58797000.0,58797000.0,6.74993731,396929940.38388
2024-02-05 08:46:00,58799000.0,58800000.0,58790000.0,58797000.0,1.32312805,77793203.47366
2024-02-05 08:47:00,58790000.0,58797000.0,58790000.0,58790000.0,2.32259258,136547327.90078
2024-02-05 08:48:00,58791000.0,58797000.0,58791000.0,58797000.0,1.25782167,73954840.59555
2024-02-05 08:49:00,58797000.0,58797000.0,58791000.0,58797000.0,1.48163119,87113866.61677
2024-02-05 08:50:00,58793000.0,58797000.0,58792000.0,58796000.0,0.38673233,22737271.38231
2024-02-05 08:51:00,58797000.0,58797000.0,58792000.0,58796000.0,2.17785056,128050337.31925
2024-02-05 08:52:00,58797000.0,58855000.0,58796000.0,58855000.0,2.94909395,173409316.35432
2024-02-05 08:53:00,58855000.0,58871000.0,58855000.0,58868000.0,1.44021191,84782503.15654
2024-02-05 08:54:00,58868000.0,58872000.0,58855000.0,58856000.0,1.01933663,60003900.41439
2024-02-05 08:55:00,58856000.0,58856000.0,58798000.0,58835000.0,0.81364867,47878761.66429
2024-02-05 08:56:00,58835000.0,58835000.0,58800000.0,58810000.0,0.83937354,49359400.03221
2024-02-05 08:57:00,58807000.0,58835000.0,58807000.0,58833000.0,2.37101844,139488023.84166
2024-02-05 08:58:00,58833000.0,58833000.0,58810000.0,58816000.0,2.74791984,161614101.91337
2024-02-05 08:59:00,58816000.0,58830000.0,58810000.0,58811000.0,0.85259937,50142939.1697
