,open,high,low,close,volume,value
2024-03-10 22:20:00,989.9,989.9,987.0,987.0,27705.76567008,27371000.54249261
2024-03-10 22:21:00,986.8,986.8,985.3,985.4,54054.28405624,53284038.31126335
2024-03-10 22:22:00,986.8,989.0,985.7,985.9,78950.36944975,77900126.09258017
2024-03-10 22:23:00,985.9,987.3,985.9,987.3,21596.25618007,21304148.96614689
2024-03-10 22:24:00,986.3,986.3,984.7,984.7,60503.17281141,59632127.37510875
2024-03-10 22:25:00,984.7,985.5,984.3,984.5,24684.81864905,24309812.95887645
2024-03-10 22:26:00,985.0,985.0,984.4,984.4,82835.17048623,81553659.64984405
2024-03-10 22:27:00,984.4,984.5,983.7,984.5,31682.55629861,31182544.54860885
2024-03-10 22:28:00,984.5,988.4,984.0,988.0,161727.15817299,159464911.64663383
2024-03-10 22:29:00,988.0,988.0,985.9,986.8,44185.61673681,43621549.86343873
2024-03-10 22:30:00,986.8,988.0,986.0,987.0,104242.62620779,102903316.82126954
2024-03-10 22:31:00,987.1,989.6,987.1,989.0,96408.34846233,95222401.13049567
2024-03-10 22:32:00,989.0,991.5,988.0,990.8,108356.48023595,107233109.85868745
2024-03-10 22:33:00,991.3,991.6,988.6,991.4,80305.70583527,79597565.71517979
2024-03-10 22:34:00,991.2,991.4,989.4,991.0,33906.55159693,33580428.56037933
2024-03-10 22:35:00,990.2,991.0,989.0,989.0,28117.2937411,27835101.89966741
2024-03-10 22:36:00,990.0,990.0,987.8,989.3,48805.36786504,48227549.47006724
2024-03-10 22:37:00,989.1,990.9,988.4,990.9,51249.261169,50698784.53222425
2024-03-10 22:38:00,990.8,991.4,990.1,991.3,11364.35986822,11260976.89142207
2024-03-10 22:39:00,991.3,991.5,990.2,991.3,35613.41099823,35297272.53508344
2024-03-10 22:40:00,991.2,991.2,990.5,990.5,22208.32429658,22005057.67904694
2024-03-10 22:41:00,990.6,990.6,989.4,990.1,89275.20000069,88406876.36654443
2024-03-10 22:42:00,990.1,991.6,990.1,991.4,51906.99391075,51431965.10410908
2024-03-10 22:43:00,991.4,996.1,991.4,995.0,134544.89506312,133665768.2096203
2024-03-10 22:44:00,995.0,996.5,994.3,996.2,90089.97133155,89706124.82943597
2024-03-10 22:45:00,996.2,997.0,995.8,997.0,91015.46578129,90666528.74007863
2024-03-10 22:46:00,996.1,997.6,995.8,997.0,138255.02215724,137761332.1366151
2024-03-10 22:47:00,995.8,997.7,993.8,993.8,56293.92154452,56062415.16034425
2024-03-10 22:48:00,993.8,996.9,993.5,994.0,48737.26463734,48468998.70866069
2024-03-10 22:49:00,993.7,994.0,991.4,991.6,85124.31494037,84483756.27747616
2024-03-10 22:50:00,991.3,994.0,989.8,989.8,75744.59472227,75018679.3236561
2024-03-10 22:51:00,989.8,993.9,989.7,993.4,20099.6871116,19928237.38411011
2024-03-10 22:52:00,993.4,993.4,990.1,993.3,29946.48201281,29686730.00937045
2024-03-10 22:53:00,992.8,993.2,990.2,990.2,21020.6671446,20840351.00980905
2024-03-10 22:54:00,990.9,993.0,990.2,990.4,22302.49890067,22087386.47172886
